Aircraft Type,Cause Category,Weather,Flight Phase,Damage Level,Event Count
Cessna 172,Human Error,VMC,Unknown,Destroyed,19
De.Havilland DHC-2,General,VMC,Landing,Substantial,19
Beech 35,Human Error,VMC,Unknown,Substantial,19
Cessna 150,General,VMC,Maneuvering,Destroyed,19
Piper PA-24-180,General,VMC,Takeoff,Substantial,19
Piper PA-28-140,General,VMC,Climb,Substantial,19
Beech C23,General,VMC,Takeoff,Substantial,19
Piper PA-24-260,General,VMC,Landing,Substantial,19
Piper PA-28-235,General,VMC,Cruise,Substantial,19
Piper PA-28R-200,Human Error,VMC,Unknown,Substantial,19
Cessna 172L,General,VMC,Takeoff,Substantial,19
Piper PA 28,Human Error,VMC,Unknown,Substantial,19
Cessna 150G,General,VMC,Approach,Substantial,19
Piper PA-44-180,Human Error,VMC,Unknown,Substantial,19
Cessna 172F,General,VMC,Cruise,Substantial,19
Beech A36,General,VMC,Approach,Substantial,19
Cessna T210L,General,VMC,Cruise,Substantial,19
Grumman-Schweizer G-164B,General,VMC,Maneuvering,Substantial,19
Piper PA-31-350,Human Error,VMC,Unknown,Substantial,19
Cessna 172N,General,VMC,Landing,Destroyed,19
Cessna 180H,General,VMC,Takeoff,Substantial,19
Mooney M20F,General,VMC,Landing,Substantial,19
Aeronca 7AC,General,VMC,Maneuvering,Substantial,19
Piper PA-22-135,General,VMC,Landing,Substantial,19
Piper PA-28-181,General,VMC,Cruise,Destroyed,19
Piper PA-22-160,Human Error,VMC,Unknown,Substantial,19
Cessna 172,General,VMC,Takeoff,Destroyed,19
Cessna 180A,General,VMC,Landing,Substantial,19
Rockwell S-2R,General,VMC,Takeoff,Substantial,19
Mooney M20F,Human Error,VMC,Unknown,Substantial,19
Bellanca 8GCBC,General,VMC,Takeoff,Substantial,19
Piper PA-18,General,VMC,Maneuvering,Destroyed,19
Beech B19,General,VMC,Landing,Substantial,19
Schweizer SGS 2-33A,General,VMC,Approach,Substantial,19
Piper PA-28-181,General,VMC,Taxi,Substantial,18
Cessna 172H,Human Error,VMC,Unknown,Substantial,18
Cessna A188B,General,VMC,Cruise,Substantial,18
Cessna 152,Mechanical Failure,VMC,Unknown,Substantial,18
Cessna 172E,General,VMC,Cruise,Substantial,18
Cessna 170A,General,VMC,Takeoff,Substantial,18
Aeronca 7AC,General,VMC,Cruise,Substantial,18
Cessna TR182,Human Error,VMC,Unknown,Substantial,18
Robinson R22 BETA,General,VMC,Landing,Substantial,18
Piper PA-38-112,Human Error,VMC,Unknown,Substantial,18
Piper PA34,Unknown,UNK,Unknown,Substantial,18
Hughes 269C,General,VMC,Cruise,Substantial,18
Cessna 208B,Human Error,VMC,Unknown,Substantial,18
Cessna 177,General,VMC,Takeoff,Destroyed,18
Cessna 208,Unknown,UNK,Unknown,Substantial,18
Mooney.Aircraft.Corp. M20K,Human Error,VMC,Unknown,Substantial,18
Piper PA-20,Human Error,VMC,Unknown,Substantial,18
Cessna 207,General,VMC,Cruise,Substantial,18
Cessna 150,General,VMC,Taxi,Substantial,18
Piper PA-22-108,General,VMC,Landing,Substantial,18
Piper PA-22-150,General,VMC,Cruise,Substantial,18
Grumman-Schweizer G-164A,General,VMC,Maneuvering,Substantial,18
Boeing 737-800,Unknown,UNK,Unknown,Unknown,18
Piper PA-31-350,General,VMC,Approach,Substantial,18
Piper PA-23-250,General,VMC,Cruise,Destroyed,18
Cessna 182Q,General,VMC,Takeoff,Substantial,18
Beech 76,Human Error,VMC,Unknown,Substantial,18
Cessna 182P,General,VMC,Approach,Substantial,18
Bell 407,Unknown,UNK,Unknown,Substantial,18
Cessna 182A,General,VMC,Takeoff,Substantial,18
Piper PA-24-180,General,VMC,Landing,Substantial,18
Robinson R-22B,General,VMC,Landing,Substantial,18
Bellanca 17-30A,General,VMC,Takeoff,Substantial,18
Piper PA-28-235,Human Error,VMC,Unknown,Substantial,18
Piper PA-28-180,General,IMC,Cruise,Destroyed,18
Cessna 172P,General,VMC,Takeoff,Destroyed,18
Cessna 172P,General,VMC,Cruise,Destroyed,18
Cessna 310Q,General,VMC,Landing,Substantial,18
Piper PA-12,General,VMC,Approach,Substantial,18
Piper PA-28-161,General,VMC,Maneuvering,Destroyed,18
Schweizer 269C,General,VMC,Maneuvering,Substantial,18
Cessna T210M,Human Error,VMC,Unknown,Substantial,18
Stinson 108-1,General,VMC,Takeoff,Substantial,17
Cessna 180K,General,VMC,Takeoff,Substantial,17
Mooney M20F,General,VMC,Cruise,Substantial,17
Cessna 185E,General,VMC,Landing,Substantial,17
Cessna 188,General,VMC,Maneuvering,Destroyed,17
Piper PA28,Mechanical Failure,VMC,Unknown,Substantial,17
Bell 206,Unknown,VMC,Unknown,Substantial,17
Cessna 172G,General,VMC,Takeoff,Substantial,17
Mooney M20J,General,VMC,Cruise,Substantial,17
Cessna 206,General,VMC,Cruise,Substantial,17
Evektor-Aerotechnik.As SPORTSTAR,Human Error,VMC,Unknown,Substantial,17
Cessna 150,General,VMC,Descent,Substantial,17
Stinson 108-3,General,VMC,Takeoff,Substantial,17
Cessna 182F,General,VMC,Landing,Substantial,17
Champion 7GCBC,Human Error,VMC,Unknown,Substantial,17
Champion 7GCBC,General,VMC,Landing,Substantial,17
Cessna 180J,Human Error,VMC,Unknown,Substantial,17
Grumman.Acft.Eng.Cor-Schweizer G-164B,Human Error,VMC,Unknown,Substantial,17
Cessna 172M,General,VMC,Takeoff,Destroyed,17
Cessna 182S,General,VMC,Landing,Substantial,17
Piper PA-25,General,VMC,Maneuvering,Substantial,17
Piper PA-32-260,General,VMC,Cruise,Destroyed,17
Piper PA-32-300,General,VMC,Cruise,Destroyed,17
Bell 206L-1,General,VMC,Maneuvering,Substantial,17
Cessna 182P,General,VMC,Cruise,Substantial,17
Cirrus.Design.Corp SR22,Mechanical Failure,VMC,Unknown,Substantial,17
Beech C-23,General,VMC,Landing,Substantial,17
Diamond.Aircraft.Ind.Inc DA 40,Human Error,VMC,Unknown,Substantial,17
Cessna 172,General,VMC,Descent,Substantial,17
Bell 206L-1,General,VMC,Takeoff,Substantial,17
Cessna 182G,General,VMC,Landing,Substantial,17
Bell 206B,General,VMC,Approach,Substantial,17
Piper PA-28-140,General,VMC,Approach,Destroyed,17
Cessna 182,General,VMC,Descent,Substantial,17
Cessna 150M,General,VMC,Cruise,Destroyed,17
Beech A36,Mechanical Failure,VMC,Unknown,Substantial,17
Cessna 150J,Human Error,VMC,Unknown,Substantial,17
Piper PA-28R-201T,General,VMC,Cruise,Substantial,17
Piper PA-20,General,VMC,Takeoff,Substantial,17
Cessna 150L,General,VMC,Maneuvering,Substantial,17
Cessna 150H,Human Error,VMC,Unknown,Substantial,17
Cessna 150F,General,VMC,Maneuvering,Substantial,17
Piper PA-28-151,General,VMC,Cruise,Substantial,17
Piper PA-18,General,VMC,Takeoff,Destroyed,17
Cessna 172RG,General,VMC,Cruise,Substantial,17
Beech V35B,Human Error,VMC,Unknown,Substantial,17
Cessna 150L,General,VMC,Takeoff,Destroyed,17
Cessna T210,Human Error,VMC,Unknown,Substantial,17
Hughes 369,Human Error,VMC,Unknown,Substantial,17
Cessna U206,Human Error,VMC,Unknown,Substantial,17
Taylorcraft BC12-D,Human Error,VMC,Unknown,Substantial,17
Cessna 210,General,VMC,Cruise,Substantial,17
Taylorcraft BC12-D,General,VMC,Takeoff,Substantial,17
Cessna 172M,General,VMC,Maneuvering,Destroyed,17
Beech 23,General,VMC,Takeoff,Substantial,17
Bellanca 17-30A,General,VMC,Landing,Substantial,17
Schweizer G-164B,General,VMC,Landing,Substantial,17
Cessna 150M,General,VMC,Takeoff,Destroyed,16
Piper PA-32,General,VMC,Takeoff,Substantial,16
Piper PA-28R-201T,General,VMC,Landing,Substantial,16
Piper PA-28R-200,General,IMC,Cruise,Destroyed,16
Piper PA-38,General,VMC,Landing,Substantial,16
Cessna T210M,General,VMC,Approach,Substantial,16
Cessna 172D,General,VMC,Landing,Substantial,16
Piper PA-28R-200,General,VMC,Cruise,Destroyed,16
Piper PA-32-300,General,IMC,Cruise,Destroyed,16
Let L-13,General,VMC,Landing,Substantial,16
Cubcrafters.Inc CC11-160,Human Error,VMC,Unknown,Substantial,16
Cessna 172L,Human Error,VMC,Unknown,Substantial,16
Cessna 182J,Human Error,VMC,Unknown,Substantial,16
Piper PA-28-160,General,VMC,Landing,Substantial,16
Rockwell S2R,General,VMC,Maneuvering,Substantial,16
Schweizer G-164B,General,VMC,Takeoff,Substantial,16
Piper PA-32R-300,Human Error,VMC,Unknown,Substantial,16
Bellanca 8GCBC,Human Error,VMC,Unknown,Substantial,16
Piper PA-22-135,General,VMC,Takeoff,Substantial,16
Piper PA-28-151,General,VMC,Approach,Substantial,16
Cessna 172K,General,VMC,Cruise,Substantial,16
Piper PA 46-350P,Human Error,VMC,Unknown,Substantial,16
Robinson.Helicopter R22,Human Error,VMC,Unknown,Substantial,16
Piper PA-28-180,General,VMC,Cruise,Destroyed,16
Bellanca 7ECA,General,VMC,Takeoff,Substantial,16
Cessna 172K,General,VMC,Approach,Substantial,16
Maule MX7,Human Error,VMC,Unknown,Substantial,16
Piper PA-22-160,General,VMC,Takeoff,Substantial,16
Hiller UH-12E,General,VMC,Maneuvering,Destroyed,16
Cessna 140A,General,VMC,Landing,Substantial,16
Cessna 172F,Human Error,VMC,Unknown,Substantial,16
Piper PA-28R-201,General,VMC,Landing,Substantial,16
Cessna T206H,Human Error,VMC,Unknown,Substantial,16
Robinson.Helicopter.Company R44 II,Mechanical Failure,VMC,Unknown,Substantial,15
Cessna 150E,General,VMC,Landing,Substantial,15
Bell 47G,General,VMC,Landing,Substantial,15
Piper PA-28R-200,General,IMC,Approach,Destroyed,15
Bell 47G-5,General,VMC,Maneuvering,Substantial,15
Maule M-4-220C,General,VMC,Landing,Substantial,15
Bell 206L-3,General,VMC,Maneuvering,Substantial,15
Air.Tractor.Inc AT-602,Human Error,VMC,Unknown,Substantial,15
Cessna T210N,Human Error,VMC,Unknown,Substantial,15
Cessna 170B,General,VMC,Cruise,Substantial,15
Cessna 150F,General,VMC,Takeoff,Destroyed,15
Air.Tractor AT-502B,General,VMC,Takeoff,Substantial,15
Mooney M20J,General,VMC,Approach,Substantial,15
Robinson R44,Unknown,VMC,Unknown,Substantial,15
Piper PA-38-112,General,VMC,Maneuvering,Substantial,15
Bell 206B,General,VMC,Takeoff,Destroyed,15
Cessna 172,General,VMC,Climb,Substantial,15
Cessna 185,General,VMC,Cruise,Substantial,15
Aviat A1,Human Error,VMC,Unknown,Substantial,15
Piper PA-18-135,Human Error,VMC,Unknown,Substantial,15
Bellanca 8KCAB,General,VMC,Maneuvering,Substantial,15
Piper PA-32R-301T,General,VMC,Takeoff,Substantial,15
Aeronca 7AC,General,VMC,Takeoff,Destroyed,15
Piper PA-23-250,General,VMC,Takeoff,Destroyed,15
Bellanca 17-30A,Human Error,VMC,Unknown,Substantial,15
Beech 35,General,VMC,Cruise,Substantial,15
Piper PA-28-235,General,VMC,Takeoff,Destroyed,15
Cessna 185,General,VMC,Taxi,Substantial,15
Cessna 182P,General,VMC,Cruise,Destroyed,15
Hughes 269A,General,VMC,Landing,Substantial,15
Cessna 172M,General,VMC,Landing,Destroyed,15
Grumman AA-5B,General,VMC,Landing,Substantial,15
Cessna 180J,General,VMC,Takeoff,Substantial,15
Great.Lakes 2T-1A-2,General,VMC,Landing,Substantial,15
Cessna 182A,General,VMC,Descent,Substantial,15
Piper PA-28-151,Human Error,VMC,Unknown,Substantial,15
Globe GC-1B,General,VMC,Takeoff,Substantial,15
Beech 35,General,VMC,Landing,Substantial,15
Cessna 172B,General,VMC,Landing,Substantial,15
Piper PA-24-250,General,VMC,Cruise,Destroyed,15
Hiller UH-12E,General,VMC,Takeoff,Substantial,15
Piper PA-28-161,General,IMC,Cruise,Destroyed,15
Cessna 305A,Human Error,VMC,Unknown,Substantial,15
Cessna 402B,General,VMC,Landing,Substantial,15
Stinson 108,General,VMC,Landing,Substantial,15
Beech 35,Unknown,VMC,Unknown,Substantial,15
Cessna 310,General,VMC,Landing,Substantial,15
Cessna 340A,General,VMC,Landing,Substantial,14
Cessna 402B,General,VMC,Approach,Substantial,14
Cessna 152,Unknown,UNK,Unknown,Substantial,14
Piper PA-28R-180,Human Error,VMC,Unknown,Substantial,14
Bellanca 17-30A,General,VMC,Cruise,Substantial,14
Mooney M20K,General,VMC,Cruise,Substantial,14
Piper PA-30,General,VMC,Cruise,Substantial,14
Beech 35,General,VMC,Takeoff,Substantial,14
Cessna 152,General,VMC,Unknown,Destroyed,14
Cessna 210,Unknown,UNK,Unknown,Substantial,14
Cessna 172M,General,IMC,Cruise,Destroyed,14
Beech C23,General,VMC,Cruise,Substantial,14
Piper PA-11,General,VMC,Landing,Substantial,14
Globe GC-1B,General,VMC,Landing,Substantial,14
Cessna 150K,General,VMC,Takeoff,Substantial,14
Cessna T210N,General,VMC,Cruise,Destroyed,14
Robinson.Helicopter.Company R22,Human Error,VMC,Unknown,Substantial,14
Boeing 787,Unknown,UNK,Unknown,Unknown,14
Let L-13,General,VMC,Approach,Substantial,14
Flight.Design.Gmbh CTSW,Human Error,VMC,Unknown,Substantial,14
Cessna 207A,Human Error,VMC,Unknown,Substantial,14
Luscombe 8F,General,VMC,Landing,Substantial,14
Cessna 172M,General,VMC,Approach,Destroyed,14
Flight.Design.Gmbh CTLS,Human Error,VMC,Unknown,Substantial,14
Air.Tractor.Inc AT-301,Human Error,VMC,Unknown,Substantial,14
Piper PA-28-140,Unknown,VMC,Unknown,Substantial,14
Cessna 152,General,VMC,Standing,Substantial,14
Cessna 208B,General,VMC,Unknown,Substantial,14
Cessna 210,General,VMC,Takeoff,Substantial,14
Grumman G-164A,General,VMC,Takeoff,Destroyed,14
Piper PA-22-150,General,VMC,Takeoff,Destroyed,14
Cessna 182,General,VMC,Cruise,Destroyed,14
Piper J-3,General,VMC,Takeoff,Substantial,14
Cirrus.Design.Corp SR22,Unknown,VMC,Unknown,Substantial,14
Cessna 172,General,VMC,Landing,Destroyed,14
Cessna 172F,General,VMC,Takeoff,Substantial,14
Air.Tractor AT-401,General,VMC,Takeoff,Substantial,14
Ercoupe.(Eng.&.Research.Corp.) 415-C,General,VMC,Cruise,Substantial,14
Cessna 172E,General,VMC,Landing,Substantial,14
Beech A36,Human Error,VMC,Unknown,Destroyed,14
Cessna 414,General,VMC,Landing,Substantial,14
Robinson R66,Unknown,UNK,Unknown,Substantial,14
Piper PA28,Unknown,UNK,Unknown,Destroyed,14
Piper PA-24-260,General,VMC,Cruise,Substantial,14
Beech A36,Unknown,VMC,Unknown,Substantial,14
Cessna 172D,General,VMC,Cruise,Substantial,14
Beech A36,General,IMC,Approach,Destroyed,14
Piper PA-32R-300,General,IMC,Cruise,Destroyed,14
Cessna 182E,General,VMC,Landing,Substantial,14
Piper PA-32R-300,General,VMC,Cruise,Substantial,14
Piper PA-32R-300,General,VMC,Landing,Substantial,14
Piper PA-24-260,General,VMC,Approach,Substantial,14
Cessna 172,Other,VMC,Unknown,Substantial,14
Beech F33A,General,VMC,Takeoff,Substantial,14
Cessna 172,Unknown,UNK,Unknown,Unknown,14
Schweizer 269C-1,Human Error,VMC,Unknown,Substantial,13
Socata TBM 700,Human Error,VMC,Unknown,Substantial,13
De.Havilland DHC-2,General,VMC,Taxi,Substantial,13
Piper PA-32-260,General,VMC,Approach,Substantial,13
Piper PA-24-180,General,VMC,Cruise,Substantial,13
Piper PA-18-160,General,VMC,Landing,Substantial,13
Piper PA-18-150,General,VMC,Taxi,Substantial,13
Luscombe 8E,General,VMC,Takeoff,Substantial,13
Cessna 182H,General,VMC,Landing,Substantial,13
Hughes 369D,Human Error,VMC,Unknown,Substantial,13
Cessna 172RG,General,VMC,Approach,Substantial,13
Piper PA-32-300,General,VMC,Climb,Substantial,13
Piper PA32R,Human Error,VMC,Unknown,Substantial,13
Robinson.Helicopter.Company R44,Human Error,VMC,Unknown,Substantial,13
Hughes 269C,General,VMC,Maneuvering,Destroyed,13
Piper PA-24-250,General,VMC,Approach,Destroyed,13
Luscombe 8E,Human Error,VMC,Unknown,Substantial,13
Cessna 150H,General,VMC,Takeoff,Destroyed,13
Hughes 369D,General,VMC,Maneuvering,Destroyed,13
Cessna 210L,General,VMC,Cruise,Substantial,13
Aero.Commander S2R,General,VMC,Takeoff,Substantial,13
Hughes 269A,General,VMC,Cruise,Substantial,13
Air.Tractor AT-301,General,VMC,Cruise,Substantial,13
Piper PA-38,General,VMC,Takeoff,Substantial,13
Beech 36,Human Error,VMC,Unknown,Substantial,13
Piper PA-22-135,Human Error,VMC,Unknown,Substantial,13
Cessna 190,General,VMC,Landing,Substantial,13
Air.Tractor.Inc AT 502B,Human Error,VMC,Unknown,Substantial,13
Piper PA-22-108,General,VMC,Takeoff,Substantial,13
Cessna 188B,General,VMC,Maneuvering,Destroyed,13
Piper PA-34-200T,Human Error,VMC,Unknown,Substantial,13
Air.Tractor AT502,Human Error,VMC,Unknown,Substantial,13
Cessna 310L,General,VMC,Landing,Substantial,13
Cessna 140,General,VMC,Approach,Substantial,13
Piper PA-23-160,General,VMC,Cruise,Substantial,13
Beech A36TC,General,VMC,Takeoff,Substantial,13
Grumman G-164,General,VMC,Takeoff,Substantial,13
Grumman G-164,General,VMC,Maneuvering,Destroyed,13
Cessna 177B,General,VMC,Takeoff,Substantial,13
Boeing 737,Unknown,UNK,Unknown,Destroyed,13
Cirrus SR20,Human Error,VMC,Unknown,Substantial,13
Beech 23,Human Error,VMC,Unknown,Substantial,13
Piper PA-28RT-201,General,VMC,Takeoff,Substantial,13
Mooney M20M,Human Error,VMC,Unknown,Substantial,13
Cessna 207A,General,VMC,Takeoff,Substantial,13
Cessna.Aircraft.Co 162,Human Error,VMC,Unknown,Substantial,13
Bell 206B,General,IMC,Cruise,Destroyed,13
Cirrus SR22,Unknown,UNK,Unknown,Substantial,13
Cessna 208,Human Error,VMC,Unknown,Substantial,13
Piper PA-31-350,General,VMC,Takeoff,Substantial,13
Cessna 182Q,General,VMC,Cruise,Substantial,13
Cessna U206,General,VMC,Landing,Substantial,13
Piper PA-22-150,General,VMC,Approach,Substantial,13
Cessna 182,Mechanical Failure,VMC,Unknown,Substantial,13
Cessna 150L,Mechanical Failure,VMC,Unknown,Substantial,13
Piper PA-28-236,General,VMC,Landing,Substantial,13
Piper PA-32R-301T,General,VMC,Cruise,Substantial,13
Piper J3C-65,General,VMC,Taxi,Substantial,13
Piper PA-28-181,General,VMC,Go_around,Substantial,13
Piper PA-28-181,General,VMC,Descent,Substantial,13
Ercoupe.(Eng.&.Research.Corp.) 415-C,General,VMC,Approach,Substantial,13
Cessna 150M,General,VMC,Go_around,Substantial,13
Robinson R22 BETA,General,VMC,Maneuvering,Substantial,13
Piper PA 28-181,Human Error,VMC,Unknown,Substantial,13
Aviat A-1,General,VMC,Landing,Substantial,13
Cessna A188B,General,VMC,Takeoff,Destroyed,13
Cessna 172K,General,VMC,Maneuvering,Substantial,13
Cessna 172,General,IMC,Cruise,Substantial,13
Cessna 172K,General,VMC,Taxi,Substantial,13
Cessna 172P,General,IMC,Cruise,Destroyed,13
Cessna 152II,General,VMC,Landing,Substantial,13
Beech G35,Human Error,VMC,Unknown,Substantial,13
Bell UH-1B,General,VMC,Maneuvering,Substantial,13
Piper PA-28-180,General,VMC,Maneuvering,Destroyed,13
Cessna R172K,Human Error,VMC,Unknown,Substantial,13
Cessna 340,General,VMC,Landing,Substantial,13
Piper PA-28-181,General,VMC,Maneuvering,Destroyed,13
Cessna 170B,General,VMC,Approach,Substantial,13
Ayres S2R,General,VMC,Maneuvering,Substantial,13
Cessna T188C,General,VMC,Maneuvering,Destroyed,13
Cessna 172A,General,VMC,Landing,Substantial,13
Piper PA25,Unknown,UNK,Unknown,Substantial,13
Cessna 172N,Mechanical Failure,VMC,Unknown,Substantial,13
Cessna 310R,General,VMC,Landing,Substantial,13
Cessna 207,Human Error,VMC,Unknown,Substantial,12
Cessna 182C,General,VMC,Approach,Substantial,12
Champion 7GCBC,General,VMC,Takeoff,Substantial,12
Cessna 182H,Human Error,VMC,Unknown,Substantial,12
Piper PA-22,Human Error,VMC,Unknown,Substantial,12
Boeing B75N1,General,VMC,Landing,Substantial,12
Piper PA-30,General,VMC,Approach,Substantial,12
Cessna 172L,General,VMC,Approach,Substantial,12
Piper PA-22,General,VMC,Approach,Substantial,12
Piper PA-32-300,Human Error,VMC,Unknown,Substantial,12
Piper PA-28-180,General,VMC,Maneuvering,Substantial,12
Piper PA-32R-300,General,VMC,Approach,Substantial,12
Beech E18S,General,VMC,Takeoff,Substantial,12
Champion 7EC,General,VMC,Takeoff,Substantial,12
Mooney M20R,Human Error,VMC,Unknown,Substantial,12
Robinson R-22,General,VMC,Takeoff,Substantial,12
Cessna 182G,General,VMC,Cruise,Substantial,12
Cessna 177,General,VMC,Landing,Destroyed,12
Cessna 177,General,VMC,Go_around,Substantial,12
Piper PA-28-180,General,VMC,Climb,Destroyed,12
Schweizer SGS 2-33A,General,VMC,Landing,Substantial,12
Piper PA-28-180,General,VMC,Approach,Destroyed,12
Piper PA 22,Human Error,VMC,Unknown,Substantial,12
Grumman G-164B,General,VMC,Takeoff,Destroyed,12
Air.Tractor AT-400,General,VMC,Maneuvering,Substantial,12
Cessna 172,General,IMC,Cruise,Destroyed,12
Sikorsky S92,Unknown,UNK,Unknown,Unknown,12
Cessna 182P,General,VMC,Takeoff,Destroyed,12
Beech A36,General,VMC,Descent,Substantial,12
Bellanca 8KCAB,Human Error,VMC,Unknown,Substantial,12
Bellanca 8KCAB,General,VMC,Takeoff,Substantial,12
Robinson R22B,General,VMC,Landing,Substantial,12
Piper PA-23-250,General,VMC,Approach,Substantial,12
Cessna 182R,Human Error,VMC,Unknown,Substantial,12
Cessna 421C,General,VMC,Takeoff,Destroyed,12
Mooney M20C,General,VMC,Approach,Substantial,12
Cessna 182T,General,VMC,Landing,Substantial,12
Piper PA-32-260,General,VMC,Takeoff,Destroyed,12
Lake LA-4,General,VMC,Takeoff,Substantial,12
Cessna 172I,General,VMC,Landing,Substantial,12
Beech 58P,General,VMC,Landing,Substantial,12
Beech F33A,Human Error,VMC,Unknown,Substantial,12
Piper PA-32-260,Human Error,VMC,Unknown,Substantial,12
Cessna 140,General,VMC,Maneuvering,Substantial,12
Cessna 188,General,VMC,Landing,Substantial,12
Bellanca 7ECA,Human Error,VMC,Unknown,Substantial,12
Piper J3C-65,General,VMC,Maneuvering,Destroyed,12
Maule M-6-235,General,VMC,Landing,Substantial,12
Beech A23-24,General,VMC,Landing,Substantial,12
Cessna 421C,Human Error,VMC,Unknown,Substantial,12
Helio H-295,General,VMC,Takeoff,Substantial,12
Champion 7KCAB,General,VMC,Landing,Substantial,12
Cessna 172P,General,VMC,Landing,Destroyed,12
Hughes 369D,General,VMC,Landing,Substantial,12
Piper PA-18-150,General,VMC,Takeoff,Destroyed,12
